id,shoes_id,size,color,stock
740,86,5.0,#000000,50
741,86,5.5,#FFD700,50
742,86,6.0,#FFD700,110
743,86,6.5,#000000,10
744,86,7.0,#5E6167,80
745,86,7.5,#312951,10
746,86,8.0,#FFD700,130
747,86,8.5,#FF0000,80
748,87,4.5,#312951,30
749,87,5.0,#FFD700,150
750,87,5.5,#5E6167,120
751,87,6.0,#FFFFFF,180
752,87,6.5,#FFFFFF,150
753,87,7.0,#312951,70
754,87,7.5,#5E6167,50
755,87,8.0,#FFD700,50
756,87,8.5,#000000,70
757,88,4.5,#FFD700,150
758,88,5.0,#FF0000,130
759,88,5.5,#FFFFFF,50
760,88,6.0,#FFFFFF,50
761,88,6.5,#FF0000,160
762,88,7.0,#FFFFFF,130
763,88,7.5,#5E6167,130
764,88,8.0,#FF0000,140
765,88,8.5,#FFFFFF,100
766,89,4.5,#312951,160
767,89,5.0,#FFFFFF,50
768,89,5.5,#312951,80
769,89,6.0,#FF0000,110
770,89,6.5,#000000,60
771,89,7.0,#000000,40
772,89,7.5,#000000,50
773,89,8.0,#FFFFFF,10
774,89,8.5,#FFD700,130
775,91,4.5,#FFD700,60
776,91,5.0,#312951,160
777,91,5.5,#312951,200
778,91,6.0,#5E6167,20
779,91,6.5,#FF0000,80
780,91,7.0,#FFFFFF,190
781,91,7.5,#FF0000,70
782,91,8.0,#FFFFFF,180
783,91,8.5,#FFFFFF,90
784,92,4.5,#5E6167,40
785,92,5.0,#FFFFFF,130
786,92,5.5,#312951,40
787,92,6.0,#FFD700,10
788,92,6.5,#5E6167,50
789,92,7.0,#FFFFFF,180
790,92,7.5,#FF0000,30
791,92,8.0,#FFFFFF,110
792,92,8.5,#000000,80
793,94,4.5,#000000,20
794,94,5.0,#FFD700,70
795,94,5.5,#5E6167,90
796,94,6.0,#5E6167,170
797,94,6.5,#5E6167,200
798,94,7.0,#000000,20
799,94,7.5,#312951,200
800,94,8.0,#000000,180
801,94,8.5,#312951,90
802,95,4.5,#5E6167,50
803,95,5.0,#5E6167,20
804,95,5.5,#312951,70
805,95,6.0,#FF0000,200
806,95,6.5,#000000,180
807,95,7.0,#5E6167,140
808,95,7.5,#312951,50
809,95,8.0,#FF0000,150
810,95,8.5,#FFD700,100
811,96,4.5,#5E6167,20
812,96,5.0,#FF0000,50
813,96,5.5,#FF0000,10
814,96,6.0,#FFD700,140
815,96,6.5,#000000,190
816,96,7.0,#5E6167,10
817,96,7.5,#000000,10
818,96,8.0,#FFFFFF,80
819,96,8.5,#FFD700,150
820,97,4.5,#312951,190
821,97,5.0,#000000,120
822,97,5.5,#5E6167,50
823,97,6.0,#FFFFFF,140
824,97,6.5,#5E6167,60
825,97,7.0,#000000,40
826,97,7.5,#FF0000,130
827,97,8.0,#312951,150
828,97,8.5,#FFD700,80
829,98,4.5,#FF0000,110
830,98,5.0,#5E6167,130
831,98,5.5,#5E6167,100
832,98,6.0,#FFD700,10
833,98,6.5,#FF0000,200
834,98,7.0,#000000,150
835,98,7.5,#5E6167,20
836,98,8.0,#5E6167,50
837,98,8.5,#FFFFFF,90
838,99,4.5,#FFFFFF,200
839,99,5.0,#FFFFFF,170
840,99,5.5,#FFD700,160
841,99,6.0,#000000,100
842,99,6.5,#312951,10
843,99,7.0,#312951,150
844,99,7.5,#FF0000,100
845,99,8.0,#FFD700,160
846,99,8.5,#FFD700,90
847,100,4.5,#5E6167,170
848,100,5.0,#FFD700,40
849,100,5.5,#000000,120
850,100,6.0,#FF0000,180
851,100,6.5,#312951,150
852,100,7.0,#FF0000,140
853,100,7.5,#000000,160
854,100,8.0,#312951,10
855,100,8.5,#FFFFFF,110
856,101,4.5,#000000,110
857,101,5.0,#000000,120
858,101,5.5,#FFFFFF,180
859,101,6.0,#FFFFFF,90
860,101,6.5,#312951,180
861,101,7.0,#5E6167,150
862,101,7.5,#FF0000,40
863,101,8.0,#FFD700,60
864,101,8.5,#5E6167,150
865,102,4.5,#5E6167,50
866,102,5.0,#FF0000,50
867,102,5.5,#5E6167,190
868,102,6.0,#5E6167,40
869,102,6.5,#FFFFFF,200
870,102,7.0,#FFFFFF,180
871,102,7.5,#312951,60
872,102,8.0,#312951,130
873,102,8.5,#312951,130
874,103,4.5,#FFD700,100
875,103,5.0,#000000,40
876,103,5.5,#5E6167,190
877,103,6.0,#FFFFFF,70
878,103,6.5,#312951,180
879,103,7.0,#FFD700,110
880,103,7.5,#312951,70
881,103,8.0,#312951,170
882,103,8.5,#FFFFFF,90
883,104,4.5,#000000,110
884,104,5.0,#FFD700,90
885,104,5.5,#312951,170
886,104,6.0,#FFFFFF,120
887,104,6.5,#FFD700,90
888,104,7.0,#FF0000,110
889,104,7.5,#312951,40
890,104,8.0,#FF0000,150
