url;title;asin;price;brand;product_details;breadcrumbs;images_list;Outer Material;Inner Material;Sole;Closure;Heel Height;Heel Type;Shoe Width
https://www.amazon.co.uk/dp/B08J7ZXK8C;IGI&Co Men's Urt 71131 Oxford;B08J7ZXK8C;17.96;IGI&Co;"Package Dimensions: \n33.5 x 20 x 13 cm; 890 Grams\n\n\nDate First Available: \n16 Sept. 2020\n\n\nManufacturer: \nIMAC S.P.A. - Divisione IGI\n\n\nASIN: \nB08J8145G4\n\n\nItem model number: \n7113111\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Lace-ups'];https://m.media-amazon.com/images/I/41TJYpNDhcL.jpg, https://m.media-amazon.com/images/I/41fHDa7rR4L.jpg, https://m.media-amazon.com/images/I/41SM1QErOXL.jpg, https://m.media-amazon.com/images/I/31voIphEKbL.jpg, https://m.media-amazon.com/images/I/313CoZWNmwL.jpg, https://m.media-amazon.com/images/I/31MwvY5mpeL.jpg, https://m.media-amazon.com/images/I/41djag9UkIL.jpg;Synthetic;Manmade;Synthetic;Lace-Up;0.5 centimetres;Flat;Normale
https://www.amazon.co.uk/dp/B0743BKHVW;Jamron Men's Suede Leather Penny Loafers Comfort Driving Shoes Moccasin Slippers;B0743BKHVW;29.9;Visit the Jamron Store;"Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n29 x 9.5 x 8 cm; 480 Grams\n\n\nDate First Available: \n3 April 2017\n\n\nASIN: \nB01E1CIZ8G\n\n\nItem model number: \nS2088-23\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Loafers & Moccasins'];https://m.media-amazon.com/images/I/51MkgEHu8tL.jpg, https://m.media-amazon.com/images/I/41EppO8jKFL.jpg, https://m.media-amazon.com/images/I/41gVQ6qrlbL.jpg, https://m.media-amazon.com/images/I/61vMSwkRDyL.jpg, https://m.media-amazon.com/images/I/51a6ps5JDSL.jpg, https://m.media-amazon.com/images/I/51KAhdGMCQL.jpg, https://m.media-amazon.com/images/I/516UbQuxp+L.jpg;Suede Leather;Leather;Rubber;Pull On;1 centimetres;Flat;Normal
https://www.amazon.co.uk/dp/B08Q4DR8PW;Clarks Women's Layton Step Sneaker;B08Q4DR8PW;65.0;Visit the Clarks Store;"Package Dimensions: \n28.4 x 18.6 x 11 cm; 580 Grams\n\n\nDate First Available: \n16 Dec. 2020\n\n\nManufacturer: \nClarks\n\n\nASIN: \nB08Q4DR8PW\n\n\nItem model number: \n261626254\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31L30W7UhCL.jpg, https://m.media-amazon.com/images/I/31o7ieHkMGL.jpg, https://m.media-amazon.com/images/I/41M2Fevs0AL.jpg, https://m.media-amazon.com/images/I/11iGBJSePGL.jpg, https://m.media-amazon.com/images/I/31y1FTry2pL.jpg, https://m.media-amazon.com/images/I/31AIuTQt7OL.jpg, https://m.media-amazon.com/images/I/31OTppaUDPL.jpg;Smooth Leather;Manmade;Ethylene Vinyl Acetate;Zip;2 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B0824HNXX5;MARCO TOZZI Women's 2-2-23754-35 Sneaker;B0824HNXX5;29.12;Marco Tozzi;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n31.39 x 21.89 x 10.19 cm; 910 Grams\n\n\nDate First Available: \n29 Nov. 2019\n\n\nManufacturer: \nMARCO TOZZI Shoes GmbH & Co. KG\n\n\nASIN: \nB0824HBC9D\n\n\nItem model number: \n2-2-23754-35 611\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41g4MQxA8AL.jpg, https://m.media-amazon.com/images/I/41RP1eJKcqL.jpg, https://m.media-amazon.com/images/I/41vqn9xsEML.jpg, https://m.media-amazon.com/images/I/41Dg8q6URqL.jpg, https://m.media-amazon.com/images/I/31we6giAQ-L.jpg;Material mix made from leather and textile;Material mix of textile and synthetic;Synthetic;Lace-Up;4 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B01ENA48S2;T.U.K. Shoes Burgundy Rub-Off Monk Buckle Pointed Creepers 3 UK;B01ENA48S2;77.0;T.U.K. Shoes;"Package Dimensions: \n30.23 x 19.05 x 11.43 cm; 1.16 Kilograms\n\n\nDate First Available: \n22 Sept. 2016\n\n\nManufacturer: \nT.U.K.\n\n\nASIN: \nB01ENA48S2\n\n\nItem model number: \nA9155\n\n\nCountry of origin: \nChina\n\n\nDepartment: \nBoy's";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41NTacc4AgL.jpg, https://m.media-amazon.com/images/I/41d1WEhR6sL.jpg, https://m.media-amazon.com/images/I/41YSGeMUsdL.jpg, https://m.media-amazon.com/images/I/41AzeeUhO3L.jpg;Leather;Textile;Rubber;Buckle;2 centimetres;Flat;Normale
https://www.amazon.co.uk/dp/B08868TDGH;Skechers womens 155090 Skecher Street Women's Uno - Sky Pop Size:;B08868TDGH;48.08;Visit the Skechers Store;"Package Dimensions: \n32.99 x 21.59 x 12.19 cm; 1.02 Kilograms\n\n\nDate First Available: \n6 May 2020\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB0885XTG44\n\n\nItem model number: \n155089\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41LUtoTh2VL.jpg, https://m.media-amazon.com/images/I/41LoB7MxIoL.jpg, https://m.media-amazon.com/images/I/31-3I9AK5WL.jpg, https://m.media-amazon.com/images/I/313hiJXJBEL.jpg, https://m.media-amazon.com/images/I/31v92vL79nL.jpg, https://m.media-amazon.com/images/I/41RDqH5MAFL.jpg, https://m.media-amazon.com/images/I/412GkKHVIBL.jpg;Suede;Suede;Suede;Lace-Up;1 centimetres;Platform;Medium
https://www.amazon.co.uk/dp/B07F3YBJJC;Legero Women's Tanaro Trainer;B07F3YBJJC;45.57;Legero;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n31.4 x 19.4 x 10.8 cm; 660 Grams\n\n\nDate First Available: \n11 Jan. 2017\n\n\nManufacturer: \nLegero\n\n\nASIN: \nB01LYGNALD\n\n\nItem model number: \n0800823\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31WTUI615GL.jpg, https://m.media-amazon.com/images/I/31BPferGiiL.jpg, https://m.media-amazon.com/images/I/41jYV+fyl3L.jpg, https://m.media-amazon.com/images/I/317EUxDO6tL.jpg, https://m.media-amazon.com/images/I/31GlOrUF01L.jpg, https://m.media-amazon.com/images/I/31Ptox+WC5L.jpg, https://m.media-amazon.com/images/I/31123jUVrqL.jpg;NAPPALEDER;Textile lining;Synthetic;Lace-Up;2 centimetres;Flat;Normal
https://www.amazon.co.uk/dp/B07LFVV6R2;Geox J Snake.2 Boy a Low-Top Sneakers;B07LFVV6R2;29.76;Visit the Geox Store;"Package Dimensions: \n25.65 x 18.8 x 9.4 cm; 498.95 Grams\n\n\nDate First Available: \n10 Aug. 2019\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB07TWMZBM6\n\n\nItem model number: \nJ94ABA022CL\n\n\nDepartment: \nBoy's";['Shoes', Boys' Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31nhErfcm6L.jpg, https://m.media-amazon.com/images/I/41-DZ4+SQ7L.jpg, https://m.media-amazon.com/images/I/41vaJEkS4pL.jpg, https://m.media-amazon.com/images/I/31+BTdrVslL.jpg, https://m.media-amazon.com/images/I/31B0qUWs3fL.jpg, https://m.media-amazon.com/images/I/314+Fg4ZkPL.jpg, https://m.media-amazon.com/images/I/41sbRiIGIaL.jpg;Smooth Leather;Synthetic;Rubber;Strap + Elastic Lace;3 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B071HBYHQL;ECCO Men's Offroad Hiking Sandals;B071HBYHQL;43.99;Visit the ECCO Store;"Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n35 x 21.41 x 13 cm; 368.54 Grams\n\n\nDate First Available: \n3 Nov. 2009\n\n\nManufacturer: \nEcco\n\n\nASIN: \nB000NIF30G\n\n\nItem model number: \n06956450034\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Sports & Outdoor Sandals'];https://m.media-amazon.com/images/I/41M6vFDgXoL.jpg, https://m.media-amazon.com/images/I/41CGNwP4zBL.jpg, https://m.media-amazon.com/images/I/41ZwiHqlUrL.jpg, https://m.media-amazon.com/images/I/31EFGAwapSL.jpg, https://m.media-amazon.com/images/I/31WRZZZa-eL.jpg, https://m.media-amazon.com/images/I/31phKhyz67L.jpg, https://m.media-amazon.com/images/I/41Fx5xulj-L.jpg;Leather;Synthetic Fabric;Bast;Hook & Loop;2 centimetres;Flat;Normal mens_us, Normal unisex_eu
https://www.amazon.co.uk/dp/B07KMBKYNP;Merrell Men's Alpine Sneaker;B07KMBKYNP;32.34;Visit the Merrell Store;"Product Dimensions: \n25.4 x 38.1 x 15.24 cm; 368.54 Grams\n\n\nDate First Available: \n16 Nov. 2018\n\n\nManufacturer: \nMerrell\n\n\nASIN: \nB07KMBDZL9\n\n\nItem model number: \nJ16695\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41jXd-oaiML.jpg, https://m.media-amazon.com/images/I/41mx1ERobEL.jpg, https://m.media-amazon.com/images/I/31mPNGYpDpL.jpg, https://m.media-amazon.com/images/I/31tC61iMUeL.jpg, https://m.media-amazon.com/images/I/31JDefaT9JL.jpg, https://m.media-amazon.com/images/I/3109Ps11ylL.jpg, https://m.media-amazon.com/images/I/410NyurnIgL.jpg;Fabric,Leather - Suede;Fabric;Rubber;Lace-Up;1 inches;low-heel;M
https://www.amazon.co.uk/dp/B07P6FJHHF;Rieker Women's Damen Halbschuhe 53715 Low Shoes;B07P6FJHHF;52.93;Rieker;"Product Dimensions: \n12 x 22 x 34 cm; 800 Grams\n\n\nDate First Available: \n16 Mar. 2019\n\n\nManufacturer: \nRieker\n\n\nASIN: \nB07P5H186L\n\n\nItem model number: \n53715-90\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41zqUVhYIFL.jpg, https://m.media-amazon.com/images/I/41ZKHO54CKL.jpg, https://m.media-amazon.com/images/I/41wLI+ZjcIL.jpg, https://m.media-amazon.com/images/I/414MEcjECWL.jpg, https://m.media-amazon.com/images/I/41+X8gBJPcL.jpg;N / A;Manmade;Ethylene Vinyl Acetate;Zip;1 centimetres;West;Medium
https://www.amazon.co.uk/dp/B08DJ748DY;DOGO Women's Sneaky Sneaker;B08DJ748DY;66.0;Visit the DOGO Store;"Package Dimensions: \n30 x 18 x 10 cm; 619 Grams\n\n\nDate First Available: \n27 Sept. 2020\n\n\nManufacturer: \nDOGO\n\n\nASIN: \nB08DJ9NC51\n\n\nItem model number: \ndgs020-sny003\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41GXl0ENT6L.jpg, https://m.media-amazon.com/images/I/51rQRq03LmL.jpg, https://m.media-amazon.com/images/I/51YxbZ9fihL.jpg, https://m.media-amazon.com/images/I/413-3-QUy2L.jpg, https://m.media-amazon.com/images/I/41HbepvosfL.jpg, https://m.media-amazon.com/images/I/41hEj0pE2jL.jpg, https://m.media-amazon.com/images/I/51mInwhc8IL.jpg;Faux Leather;Polyester;Thermoplastic Elastomers;Lace-Up;3 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B08F5JQC26;Hotter Women's Alder Wide Pump;B08F5JQC26;32.59;Visit the Hotter Store;"Product Dimensions: \n30 x 20 x 10 cm; 610 Grams\n\n\nDate First Available: \n3 Aug. 2020\n\n\nManufacturer: \nHotter\n\n\nASIN: \nB08F5K1JL6\n\n\nItem model number: \nALDRXE\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31xDiAiYHRL.jpg, https://m.media-amazon.com/images/I/41vlVKQLnQL.jpg, https://m.media-amazon.com/images/I/31PsjfaQiAL.jpg, https://m.media-amazon.com/images/I/318w+LnsALL.jpg, https://m.media-amazon.com/images/I/31w3k2-SzcL.jpg, https://m.media-amazon.com/images/I/31Ertql+zmL.jpg, https://m.media-amazon.com/images/I/312WaJRLykL.jpg;Smooth Leather;Synthetic;Rubber;Zip;2.3 centimetres;Low;Wide
https://www.amazon.co.uk/dp/B07NDL9DSZ;TBS Technisynthese Women's Brandy Tennis Shoes;B07NDL9DSZ;77.3;TBS;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n33.6 x 17.4 x 11 cm; 600 Grams\n\n\nDate First Available: \n1 Jun. 2016\n\n\nManufacturer: \nTBS\n\n\nASIN: \nB01GEDM55E\n\n\nItem model number: \n40BRANDY--B7036\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Tennis Shoes'];https://m.media-amazon.com/images/I/31hJZQbEYpL.jpg, https://m.media-amazon.com/images/I/41csBd9Ak5L.jpg, https://m.media-amazon.com/images/I/31RyVK3bR+L.jpg, https://m.media-amazon.com/images/I/31OUMxosHDL.jpg, https://m.media-amazon.com/images/I/31Qsgbc-fnL.jpg, https://m.media-amazon.com/images/I/31-SruxI6-L.jpg, https://m.media-amazon.com/images/I/31K5gHk8icL.jpg;Leather;Textile;Rubber;Lace-Up;4.2 centimetres;Wedge;Normale
https://www.amazon.co.uk/dp/B00BIJ0P6G;Vans Unisex Kid's Atwood Canvas Sneaker;B00BIJ0P6G;14.0;Visit the Vans Store;"Package Dimensions: \n26.6 x 13.4 x 10 cm; 907.18 Grams\n\n\nDate First Available: \n13 Jan. 2014\n\n\nManufacturer: \nVans\n\n\nASIN: \nB00BIJ0QUQ\n\n\nItem model number: \nVN000KI5\n\n\nDepartment: \nUnisex Kids";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41j0bGoiVhL.jpg, https://m.media-amazon.com/images/I/51COITPY-+L.jpg, https://m.media-amazon.com/images/I/41ZnvaG4xlL.jpg, https://m.media-amazon.com/images/I/41BM5mpaF2L.jpg, https://m.media-amazon.com/images/I/31Sb2OvsPuL.jpg, https://m.media-amazon.com/images/I/31Rt+2sn5ML.jpg, https://m.media-amazon.com/images/I/317dhiQp-sL.jpg;Canvas;Textile;Rubber;Lace-Up;1 centimetres;Flat;Normal
https://www.amazon.co.uk/dp/B077518YQY;Mustang Women's 5053-307-18 Low-Top Sneakers;B077518YQY;34.57;Mustang;"Package Dimensions: \n33.27 x 19.05 x 12.7 cm; 200 Grams\n\n\nDate First Available: \n30 Jan. 2018\n\n\nASIN: \nB079GBJTQJ\n\n\nItem model number: \n1099-302\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/417PjXRRvgL.jpg, https://m.media-amazon.com/images/I/41OI2FZJEoL.jpg, https://m.media-amazon.com/images/I/41W52aJWK6L.jpg, https://m.media-amazon.com/images/I/41pBZMF6KKL.jpg, https://m.media-amazon.com/images/I/41r8qW0s0RL.jpg, https://m.media-amazon.com/images/I/41Sh+h7Y-JL.jpg, https://m.media-amazon.com/images/I/41OQSdKx3TL.jpg;Textile;Manmade;Rubber;Lace-Up;1 centimetres;Block;normal
https://www.amazon.co.uk/dp/B08C9JR9MW;CAPRICE Women's 9-9-24762-26 Sneaker;B08C9JR9MW;26.65;CAPRICE;"Package Dimensions: \n30.8 x 18.8 x 11.6 cm; 1 Kilograms\n\n\nDate First Available: \n7 July 2020\n\n\nManufacturer: \nCaprice\n\n\nASIN: \nB08C9VSH96\n\n\nItem model number: \n9-9-24762-26\n\n\nDepartment: \nGirl's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31E-q53yblL.jpg, https://m.media-amazon.com/images/I/21TMzqvZnjL.jpg, https://m.media-amazon.com/images/I/21Egc0ysDdL.jpg, https://m.media-amazon.com/images/I/31H4cG4ic5L.jpg, https://m.media-amazon.com/images/I/31gQflkCrTL.jpg;Patent Leather;Manmade;Ethylene Vinyl Acetate;Hatch;3.5 centimetres;Flat;Medium
